Scheme Name	Net Asset Value
Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment	10.0707
Motilal Oswal Liquid Fund Direct - IDCW Reinvestment	10.0077
Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment	10.0136
Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment	10.0055
Motilal Oswal Liquid Fund Regular - IDCW Fortnightly Reinvestment	10.0221
Motilal Oswal Liquid Fund Regular - IDCW Monthly Payout/Reinvestment	10.0694
Motilal Oswal Liquid Fund Regular - IDCW Quarterly Payout/Reinvestment	10.0957
Motilal Oswal Liquid Fund Regular - IDCW Weekly Reinvestment	10.0205
Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment	10.0129
Navi Liquid Fund - Direct Plan Monthly IDCW - Payout	10.0524
Navi Liquid Fund - Direct Plan Weekly IDCW - Payout	10.0073
Navi Liquid Fund - Regular Plan Daily IDCW	10.0129
Navi Liquid Fund - Regular Plan Monthly IDCW	10.0519
Navi Liquid Fund - Regular Plan Weekly IDCW	10.0077
Navi Liquid Fund-Direct Plan-Growth Option	29.2857
Navi Liquid Fund-Regular Plan-Growth Option	29.0213
Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years	29.1796
NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION	1528.7400
NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION	1528.7400
NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION	1587.3989
NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION	1014.7832
NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION	1530.3000
Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option	6608.1046
NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION	1584.0909
NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION	1014.4704
Nippon India Liquid Fund - Retail Option - Growth Plan	5760.1054
NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION	1524.2800
NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION	1326.6571
NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION	1225.1130
NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION	1034.1700
NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION	1530.3000
Nippon India Liquid Fund -Growth Plan	6521.1398
Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option	1114.1500
Reliance Liquid Fund-Cash Plan-Growth Plan	2714.7678
Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan	1004.4865
Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan	1013.8310
Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option	1092.0644
PGIM India INSTA CASH FUND - Annual Bonus Option	144.9174
PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option	148.9974
PGIM India Insta Cash Fund - Direct Plan -  Regular Bonus	138.2962
PGIM India Insta Cash Fund - Direct Plan - Annual Dividend	144.7765
PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend	145.6889
PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus	132.9596
PGIM India Insta Cash Fund - Quarterly Dividend Option	143.9385
PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION	13.7989
PGIM India Insta Cash Fund- Annual Dividend Option	144.7569
PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND	10.3577
PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend	10.0516
PGIM India Insta Cash Fund-Institutional Plan-Growth	26.2743
PGIM India INSTA CASH FUND-Monthly Bonus Option	140.0664
PGIM India Liquid Fund - Bonus Option	186.8975
PGIM India Liquid Fund - Daily Dividend	100.304
PGIM India Liquid Fund - Direct Plan - Daily Dividend	125.5269
PGIM India Liquid Fund - Direct Plan - Growth	352.2118
PGIM India Liquid Fund - Direct Plan - Monthly Dividend	117.0415
PGIM India Liquid Fund - Direct Plan - Weekly Dividend	100.5847
PGIM India Liquid Fund - Growth	347.8924
PGIM India Liquid Fund - Monthly Dividend	117.5132
PGIM India Liquid Fund - Weekly Dividend	100.5834
PGIM India Liquid Fund-DIVIDEND-Daily Dividend	10.301
PGIM India Liquid Fund-DIVIDEND-MONTHLY DIVIDEND	10.0577
PGIM India Liquid Fund-Growth-GROWTH	27.706
Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW	1000.5405
Parag Parikh Liquid Fund- Direct Plan- Growth	1493.0697
Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW	1003.3245
Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW	1001.3241
Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW	1000.5404
Parag Parikh Liquid Fund- Regular Plan- Growth	1481.7257
Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW	1003.3193
Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW	1001.3185
quant Liquid Fund - Growth Option - Direct Plan	43.3726
quant Liquid Fund - Growth Option - Regular Plan	42.2174
quant Liquid Fund - Monthly IDCW Option - Direct Plan	15.7086
quant Liquid Fund - Monthly IDCW Option - Regular Plan	15.1539
quant Liquid Fund - Weekly IDCW Option - Direct Plan	14.6355
quant Liquid Fund - Weekly IDCW Option - Regular Plan	14.481
quant Liquid Fund-Daily IDCW Option - Direct Plan	13.2392
quant Liquid Fund-Daily IDCW Option - Regular Plan	12.7452
quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option	13.4853
quant Liquid Fund-Unclaimed Dividend-Growth Option	13.484
quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option	13.4853
quant Liquid Fund-Unclaimed Redemption Plan-Growth Option	13.2985
Quantum Liquid Fund - Direct Plan Daily IDCW	10.0095
Quantum Liquid Fund - Direct Plan Growth Option	36.0261
Quantum Liquid Fund - Direct Plan Monthly IDCW	10.0147
Quantum Liquid Fund - Regular Plan Daily IDCW	10.0002
Quantum Liquid Fund - Regular Plan Growth Option	35.7585
Quantum Liquid Fund - Regular Plan Monthly IDCW	10.0120
Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years	10.0000
Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years	11.3269
Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years	10.0000
Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years	10.8915
SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	1378.1603
SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1144.0484
SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1386.5948
SBI Liquid Fund - DIRECT PLAN -Growth	4220.3628
SBI Liquid Fund - Institutional - Growth	4215.2808
SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1354.2129
SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1140.7391
SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	1370.4138
SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1379.6776
SBI Liquid Fund - REGULAR PLAN -Growth	4175.7846
Shriram Liquid Fund - Direct Plan Growth Option	1067.0951
Shriram Liquid Fund - Regular Plan Growth Option	1065.4867
Shriram Unclaimed IDCW Liquid Fund	1040.962
Shriram Unclaimed Redemption Liquid Fund	1052.8889
Sundaram  Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct IDCW	1152.6698
Sundaram Liquid Fund (Formerly Known as  Principal Cash Management Fund) Regular Plan Principal Units	1274.1205
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund )- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily	1000.6367
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Daily Income Distribution CUM Capital Withdrawal	1000.8893
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option	2385.4323
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Regular Plan IDCW	1037.4585
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Direct Plan - IDCW	1039.0682
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option	2356.0447
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Fortnightly IDCW	1028.1920
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Principal Units	1280.5417
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Fortnightly IDCW	1028.0322
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular IDCW	1147.0639
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Unclaimed Redemption More 3 Years	1000.0000
Sundaram Liquid Fund (Formerly Principal Cash Management Fund) - Weekly Income Distribution CUM Capital Withdrawal Option	1007.8472
Sundaram Liquid Fund(Formerly Known as Principal Cash Management Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly	1008.3385
Tata Liquid Fund - Direct Plan - Weekly IDCW Reinvestment	1024.5675
Tata Liquid Fund - Regular Plan - Weekly IDCW Reinvestment	1020.4493
Tata Liquid Fund -Regular Plan - Growth Option	4208.7905
Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option	1001.5187
Tata Liquid Fund- Direct Plan-Growth Option	4261.4871
Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option	1001.5157
Taurus Liquid Fund-Dividend	1013.9743
Taurus Liquid Fund-Growth	2368.5909
THE WEALTH COMPANY LIQUID FUND DIRECT GROWTH	1007.5995
THE WEALTH COMPANY LIQUID FUND DIRECT MONTHLY IDCW	1002.1651
THE WEALTH COMPANY LIQUID FUND DIRECT WEEKLY	1002.3109
THE WEALTH COMPANY LIQUID FUND REGULAR GROWTH	1007.4174
THE WEALTH COMPANY LIQUID FUND REGULAR MONTHLY IDCW	1002.1732
THE WEALTH COMPANY LIQUID FUND REGULAR WEEKLY IDCW	1002.3507
TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal	1250.9699
TRUSTMF Liquid Fund-Direct Plan-Growth	1307.2464
TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal	1181.7959
TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal	1210.0159
TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal	1185.0569
TRUSTMF Liquid Fund-Regular Plan-Growth	1298.1857
TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal	1173.7257
TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal	1160.5733
Unifi Liquid Fund- Direct Growth	1027.6198
Unifi Liquid Fund- Regular Growth	1027.3341
Union Liquid Fund - Daily IDCW Option	1001.1995
Union Liquid Fund - Direct Plan - Daily IDCW Option	1001.1995
Union Liquid Fund - Direct Plan - Fortnightly IDCW Option	1001.0827
Union Liquid Fund - Direct Plan - Growth Option	2604.0797
Union Liquid Fund - Direct Plan - Monthly IDCW Option	1001.1647
Union Liquid Fund - Direct Plan - Weekly IDCW Option	1001.3683
Union Liquid Fund - Fortnightly IDCW Option	1001.0824
Union Liquid Fund - Growth Option	2571.4841
Union Liquid Fund - Monthly IDCW Option	1000.7714
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years	1000.0000
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years	1167.6169
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years	1000.0000
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years	1167.3290
Union Liquid Fund - Weekly IDCW Option	1001.6004
UTI Liquid Fund - Direct Plan - Annual IDCW	1946.2043
UTI Liquid Fund - Direct Plan - Daily IDCW (Reinvestment)	1063.7163
UTI Liquid Fund - Direct Plan - Flexi IDCW	1602.9814
UTI Liquid Fund - Direct Plan - Fortnightly IDCW	1155.023
UTI Liquid Fund - Direct Plan - Half-Yearly IDCW	1520.2395
UTI Liquid Fund - Direct Plan - Monthly IDCW	1046.6522
UTI Liquid Fund - Direct Plan - Quarterly IDCW	1838.0568
UTI Liquid Fund - Direct Plan - Weekly IDCW	1374.2064
UTI Liquid Fund - Regular Plan - Annual IDCW	1933.1305
UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment)	1154.0434
UTI Liquid Fund - Regular Plan - Flexi IDCW	1593.2436
UTI Liquid Fund - Regular Plan - Fortnightly IDCW	1154.2034
UTI Liquid Fund - Regular Plan - Half-Yearly IDCW	1345.9227
UTI Liquid Fund - Regular Plan - Monthly IDCW	1099.6561
UTI Liquid Fund - Regular Plan - Quarterly IDCW	1825.3046
UTI Liquid Fund - Regular Plan - Weekly IDCW	1052.9227
UTI-  Liquid Cash Plan - Direct Plan - Growth Option	4425.3315
UTI-  Liquid Cash Plan - Regular Plan - Growth Option	4384.1047
UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option	1071.1333
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth	3978.3123
UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option	1135.7373
WhiteOak Capital Liquid Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.5964
WhiteOak Capital Liquid Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1002.7662
WhiteOak Capital Liquid Fund- Direct plan-Growth Option	1445.7921
WhiteOak Capital Liquid Fund- Direct plan-Monthly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1002.9297
WhiteOak Capital Liquid Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.7648
WhiteOak Capital Liquid Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.5950
WhiteOak Capital Liquid Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1004.0043
WhiteOak Capital Liquid Fund- Regular plan-Growth Option	1436.6471
WhiteOak Capital Liquid Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1002.6483
WhiteOak Capital Liquid Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW)	1001.7609
Aditya Birla Sun Life Long Duration Fund-Direct Growth	13.1361
Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout	11.4175
Aditya Birla Sun Life Long Duration Fund-Regular Growth	12.8624
Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout	11.1745
Axis Long Duration Fund - Direct Plan - Annual IDCW	1227.1355
Axis Long Duration Fund - Direct Plan - Growth	1235.5053
Axis Long Duration Fund - Direct Plan - Monthly IDCW	1015.7122
Axis Long Duration Fund - Direct Plan - Quarterly IDCW	1205.7158
Axis Long Duration Fund - Direct Plan -Daily IDCW	994.1932
Axis Long Duration Fund - Regular Plan - Annual IDCW	1211.0590
Axis Long Duration Fund - Regular Plan - Daily IDCW	993.5278
Axis Long Duration Fund - Regular Plan - Growth	1219.2805
Axis Long Duration Fund - Regular Plan - Monthly IDCW	1016.4651
Axis Long Duration Fund - Regular Plan - Quarterly IDCW	1189.6481
Bandhan Long Duration Fund - Direct Plan - Growth	11.0819
Bandhan Long Duration Fund - Direct Plan - IDCW	11.0803
Bandhan Long Duration Fund - Regular Plan - Growth	11.0060
Bandhan Long Duration Fund - Regular Plan - IDCW	11.0060
Franklin India Long Duration Fund - Direct - Growth	10.5643
Franklin India Long Duration Fund - Direct - IDCW	10.4625
Franklin India Long Duration Fund - Growth	10.5121
Franklin India Long Duration Fund - IDCW	10.4107
HDFC Long Duration Debt Fund - Growth Option	12.1788
HDFC Long Duration Debt Fund - Growth Option - Direct Plan	12.3018
HDFC Long Duration Debt Fund - IDCW Option	10.6029
HDFC Long Duration Debt Fund - IDCW Option - Direct Plan	10.3583
ICICI Prudential Long Term Bond Fund - Annual IDCW	10.4720
ICICI Prudential Long Term Bond Fund - Bonus	68.2598
ICICI Prudential Long Term Bond Fund - Direct Plan - Growth	99.1282
ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW	11.9879
ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW	12.7603
ICICI Prudential Long Term Bond Fund - Growth	90.3973
ICICI Prudential Long Term Bond Fund - Half Yearly IDCW	11.1771
ICICI Prudential Long Term Bond Fund - Quarterly IDCW	12.3842
ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW	11.5873
ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend	11.7562
ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly	10.8508
ICICI Prudential Long Term Bond Fund-Institutional Option-Growth	73.5439
Kotak Long Duration Fund - Direct Plan - Growth	11.0093
Kotak Long Duration Fund - Direct Plan - IDCW	11.0096
Kotak Long Duration Fund - Regular Plan - Growth	10.9554
Kotak Long Duration Fund - Regular Plan - IDCW	10.9556
Mirae Asset Long Duration Fund - Direct Plan - Growth	10.3379
Mirae Asset Long Duration Fund - Direct Plan - IDCW	10.3342
Mirae Asset Long Duration Fund - Regular Plan - Growth	10.2876
Mirae Asset Long Duration Fund - Regular Plan - IDCW	10.2875
NIPPON INDIA NIVESH LAKSHYA LONG DURATION  FUND - DIRECT Plan - QUARTERLY IDCW Option	11.6644
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - ANNUAL IDCW Option	12.0405
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - ANNUAL IDCW Option	12.0742
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - HALF YEARLY IDCW Option	12.3523
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - IDCW Option	18.3822
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - MONTHLY IDCW Option	11.6706
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - IDCW Option	17.9564
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - MONTHLY IDCW Option	11.6385
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - QUARTERLY IDCW Option	11.6404
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND LONG DURATION - HALF YEARLY IDCW Option	12.3128
Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option	18.3820
Nippon India Nivesh Lakshya Long Duration Fund- Growth Option	17.9575
SBI Long Duration Fund - Direct Plan - Growth	12.5284
SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5288
SBI Long Duration Fund - Regular Plan - Growth	12.3745
SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3747
UTI Long Duration Fund - Direct Plan - Annual IDCW Option	11.1308
UTI Long Duration Fund - Direct Plan - Flexi IDCW Option	11.9202
UTI Long Duration Fund - Direct Plan - Growth Option	12.0731
UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option	12.0731
UTI Long duration Fund - Direct Plan - Quarterly IDCW Option	12.073
UTI Long Duration Fund - Regular Plan - Annual IDCW Option	10.8408
UTI Long Duration Fund - Regular Plan - Flexi IDCW Option	11.773
UTI Long Duration Fund - Regular Plan - Growth Option	11.7728
UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option	11.7728
UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option	11.7728
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan	749.0228
Aditya Birla Sun Life Low Duration Fund - Growth Plan	673.9753
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth	472.5703
Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW	100.8961
Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW	101.0348
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW	100.8901
Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW	99.9054
Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW	100.8834
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW	101.0168
Axis Treasury Advantage Fund - Direct Plan - Bonus Option	1847.5931
Axis Treasury Advantage Fund - Direct Plan - Daily IDCW	1012.4737
Axis Treasury Advantage Fund - Direct Plan - Growth Option	3338.7194
Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW	1009.9355
Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW	1012.2026
Axis Treasury Advantage Fund - Regular Plan - Daily IDCW	1013.2484
Axis Treasury Advantage Fund - Regular Plan - Growth Option	3180.7013
Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW	1009.9234
Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW	1012.1841
Axis Treasury Advantage Fund - Retail Plan - Daily IDCW	1012.4736
